angle,magnitude,occurrences
-2.01,1.1,4
-2.01,1.14,4
-3.0,0.81,4
-3.0,0.91,4
-3.0,0.92,4
1.87,0.97,4
1.87,1.04,4
1.87,1.15,4
1.87,1.16,4
-0.98,0.83,4
1.86,1.21,4
1.86,1.0,4
1.86,1.02,4
1.86,1.05,4
1.86,1.07,4
1.86,1.09,4
1.86,1.11,4
0.24,0.93,4
0.24,0.95,4
0.04,0.9,4
1.86,1.13,4
-2.01,1.62,4
1.86,0.94,4
-1.34,0.98,4
-1.34,0.99,4
-1.22,0.96,4
-2.0,0.92,4
-2.0,0.97,4
0.24,0.83,4
0.24,0.88,4
-1.34,1.14,4
-0.41,0.74,4
-0.41,0.86,4
-0.41,0.98,4
-0.98,0.9,4
-0.98,0.97,4
-0.98,0.99,4
-0.98,1.07,4
-0.98,0.88,4
-2.0,1.1,4
-2.0,1.45,4
1.84,0.99,4
1.84,1.19,4
-2.0,1.33,4
0.25,0.95,4
1.83,1.19,4
1.83,1.38,4
1.83,0.94,4
1.83,0.97,4
1.83,0.98,4
1.83,1.08,4
1.83,1.11,4
1.83,1.12,4
-1.99,0.9,4
-1.99,0.98,4
-1.99,0.84,4
-1.99,0.86,4
-1.99,1.07,4
-1.99,1.12,4
1.82,1.18,4
1.82,1.32,4
-1.35,1.17,4
1.82,1.12,4
1.82,1.13,4
-1.35,1.16,4
-2.99,0.89,4
-1.35,1.22,4
-1.35,1.36,4
1.81,0.98,4
1.81,0.99,4
1.81,1.03,4
1.81,1.09,4
1.81,0.91,4
-1.98,0.99,4
-0.39,0.94,4
-1.35,1.01,4
-1.35,1.05,4
0.25,1.02,4
0.25,1.03,4
0.25,1.04,4
-1.35,1.06,4
-1.98,0.94,4
1.8,1.27,4
1.8,0.92,4
1.8,1.05,4
1.8,1.06,4
1.8,1.09,4
1.8,1.1,4
1.8,1.19,4
-1.98,1.09,4
-1.98,1.2,4
1.79,1.34,4
1.79,1.44,4
0.04,0.75,4
-1.53,1.3,4
1.79,1.11,4
1.79,1.2,4
1.79,1.28,4
1.79,1.3,4
1.79,1.09,4
1.79,1.1,4
1.79,1.01,4
1.79,1.06,4
-1.35,1.08,4
-1.97,0.97,4
-1.97,0.99,4
-0.78,0.97,4
-2.99,0.97,4
0.26,1.04,4
-2.99,0.93,4
1.78,0.91,4
1.78,1.03,4
1.77,1.43,4
-1.97,1.07,4
-1.97,1.14,4
-1.35,0.96,4
1.77,1.42,4
1.77,1.38,4
1.77,1.08,4
1.77,1.14,4
1.77,1.16,4
1.77,1.25,4
1.77,0.97,4
-0.38,0.84,4
-0.38,0.91,4
-1.53,1.02,4
0.26,0.83,4
0.26,0.96,4
0.26,1.0,4
-0.38,1.01,4
1.77,1.06,4
-1.97,1.41,4
1.77,0.93,4
1.77,0.95,4
-1.97,1.25,4
-1.97,1.27,4
-0.97,0.9,4
-0.97,0.98,4
1.76,1.6,4
1.76,1.21,4
1.76,0.92,4
1.75,1.28,4
-1.96,0.96,4
-1.96,0.98,4
-1.96,1.04,4
1.75,0.95,4
1.75,1.0,4
1.75,1.06,4
1.75,1.13,4
-2.7,0.89,4
-1.36,1.5,4
-2.98,0.73,4
-2.7,0.86,4
-1.96,1.09,4
1.74,1.49,4
-1.96,1.26,4
-1.53,1.06,4
-1.53,1.16,4
-1.96,1.3,4
-1.96,1.36,4
-0.37,0.95,4
-0.37,0.99,4
-2.98,0.95,4
1.73,1.12,4
1.73,1.17,4
1.73,0.99,4
1.73,1.06,4
-0.37,1.13,4
-1.36,0.91,4
-1.36,1.02,4
1.72,1.47,4
1.72,1.25,4
1.72,1.36,4
-1.53,0.84,4
-1.47,1.27,4
1.72,0.98,4
1.72,0.99,4
1.72,1.01,4
1.72,1.07,4
-1.95,1.13,4
-1.95,1.16,4
-1.95,1.22,4
1.72,0.88,4
1.72,0.94,4
1.71,1.12,4
1.71,1.15,4
1.71,1.33,4
1.71,0.91,4
1.71,1.0,4
1.71,1.02,4
0.26,1.18,4
-0.82,0.81,4
-0.82,0.97,4
-1.36,1.03,4
-2.98,1.08,4
-1.95,1.32,4
-1.95,1.34,4
-2.56,0.76,4
-0.36,0.85,4
-0.36,0.88,4
-0.36,0.93,4
-2.98,0.99,4
-2.98,1.01,4
1.7,1.76,4
1.7,1.37,4
1.7,1.08,4
-2.56,0.87,4
1.69,1.39,4
-1.94,0.92,4
-2.65,0.97,4
-1.94,1.1,4
-1.94,0.98,4
-1.94,0.99,4
-1.94,1.06,4
-1.94,1.08,4
-1.94,1.09,4
1.68,1.41,4
1.68,1.1,4
1.68,0.94,4
1.68,1.02,4
-1.94,1.14,4
-2.65,0.99,4
-0.35,0.83,4
-0.35,0.9,4
0.27,0.95,4
-1.94,1.15,4
-1.94,1.16,4
-1.94,1.31,4
1.67,1.45,4
1.67,1.23,4
1.67,1.3,4
1.67,1.12,4
1.67,1.13,4
1.67,0.95,4
-0.96,0.93,4
-0.96,0.96,4
0.28,0.89,4
-0.96,0.99,4
-1.93,1.09,4
-1.93,1.17,4
-1.93,0.99,4
-1.37,1.25,4
-2.97,0.75,4
-2.97,0.82,4
-2.97,0.83,4
-2.97,0.86,4
1.66,1.14,4
1.66,1.31,4
-1.15,1.01,4
1.66,0.83,4
-1.93,1.23,4
1.65,1.14,4
0.28,0.95,4
0.28,0.96,4
0.28,0.97,4
0.28,0.99,4
-1.93,1.5,4
1.65,0.82,4
1.65,0.9,4
1.65,0.99,4
-1.22,1.17,4
-0.78,0.87,4
-0.78,0.9,4
-0.78,0.94,4
-2.97,0.99,4
1.64,1.4,4
1.64,1.14,4
1.64,1.28,4
1.64,1.3,4
1.64,0.97,4
1.64,1.02,4
0.03,0.93,4
-1.37,1.36,4
-0.34,0.73,4
-1.92,0.99,4
1.63,1.33,4
1.63,1.12,4
1.63,1.15,4
1.63,1.23,4
-0.34,0.96,4
-1.92,1.03,4
-1.92,1.13,4
-1.92,1.14,4
-1.92,1.15,4
-1.92,1.19,4
0.28,1.07,4
-1.37,1.13,4
-1.92,1.24,4
1.62,1.31,4
1.62,1.09,4
1.62,1.2,4
-1.92,1.58,4
1.62,0.88,4
1.62,0.93,4
1.62,0.96,4
1.62,1.04,4
1.61,0.88,4
1.61,1.02,4
1.61,1.1,4
-1.15,0.83,4
-0.33,0.88,4
-0.33,0.91,4
0.03,0.69,4
0.03,0.75,4
0.03,0.77,4
0.03,0.78,4
0.03,0.79,4
1.61,0.76,4
1.6,1.26,4
-0.33,1.19,4
-1.37,0.97,4
-1.37,1.02,4
-1.37,1.03,4
1.6,1.22,4
1.6,1.02,4
1.6,1.03,4
1.6,1.08,4
1.6,1.11,4
-1.91,0.99,4
-0.32,0.81,4
-0.32,0.85,4
-0.32,0.88,4
1.59,1.12,4
-0.32,1.04,4
-0.32,1.05,4
-0.32,1.1,4
1.59,0.98,4
1.59,1.01,4
-1.91,1.29,4
1.58,1.32,4
1.58,1.05,4
1.58,1.06,4
1.58,1.14,4
1.58,1.15,4
-2.83,1.0,4
0.03,0.81,4
0.29,0.85,4
0.29,0.87,4
0.29,0.93,4
1.58,1.25,4
-2.78,1.1,4
1.58,1.04,4
-0.95,0.86,4
-0.95,0.95,4
1.58,0.97,4
1.58,0.89,4
1.58,0.9,4
1.57,1.19,4
1.57,1.23,4
1.57,1.27,4
1.57,1.3,4
-1.54,1.11,4
-2.83,0.92,4
-2.83,0.95,4
1.57,1.32,4
-2.78,1.16,4
1.57,1.07,4
-0.95,1.13,4
1.57,0.98,4
-1.22,1.05,4
-1.9,0.96,4
-1.9,1.02,4
-0.31,0.79,4
-0.31,0.8,4
-0.31,0.88,4
0.3,0.91,4
-2.83,1.05,4
-1.9,1.13,4
-1.9,1.31,4
-2.96,0.88,4
-2.96,0.93,4
-2.96,0.94,4
-2.96,1.09,4
-0.31,0.95,4
-0.31,0.97,4
1.56,1.06,4
1.56,1.08,4
1.56,0.83,4
1.56,0.85,4
1.56,1.03,4
-1.89,0.0,4
0.3,0.8,4
0.3,0.82,4
0.3,0.86,4
0.3,0.89,4
1.55,1.19,4
1.55,1.3,4
1.55,0.94,4
1.55,0.97,4
1.55,0.99,4
1.55,1.11,4
1.55,1.13,4
-2.65,1.19,4
-2.57,0.96,4
-2.57,0.97,4
-2.7,0.82,4
-1.54,0.92,4
0.3,0.98,4
0.3,1.08,4
1.54,1.35,4
1.54,1.1,4
1.54,1.12,4
1.54,1.23,4
1.54,1.25,4
-1.89,0.93,4
1.54,1.0,4
1.54,1.02,4
-0.94,0.83,4
-1.89,1.06,4
-1.89,1.08,4
-1.89,1.11,4
-1.89,1.14,4
1.53,1.36,4
-1.54,1.03,4
0.3,1.17,4
1.53,1.13,4
1.53,1.15,4
1.53,1.18,4
1.53,1.29,4
-1.89,1.2,4
1.52,1.32,4
1.52,1.35,4
1.52,1.36,4
1.52,1.38,4
1.52,1.0,4
1.52,1.03,4
1.52,1.05,4
1.52,1.13,4
1.52,1.16,4
-0.94,0.95,4
-0.94,0.96,4
1.52,0.89,4
1.52,0.96,4
-0.29,0.7,4
-0.29,0.81,4
-0.29,0.83,4
-0.94,0.9,4
1.51,1.1,4
1.51,1.14,4
1.51,1.23,4
-2.78,0.87,4
-2.78,0.9,4
1.51,0.87,4
1.51,1.09,4
-1.88,1.02,4
-1.88,1.05,4
-1.88,1.06,4
-1.88,1.07,4
0.31,0.83,4
0.31,0.88,4
-2.72,1.0,4
1.5,1.28,4
-1.88,1.29,4
1.5,1.02,4
1.5,1.03,4
1.5,1.04,4
1.5,0.91,4
1.5,0.96,4
1.5,1.0,4
1.5,1.01,4
0.31,1.12,4
0.02,0.95,4
-1.38,1.2,4
1.49,1.09,4
1.49,1.16,4
-2.57,0.73,4
1.49,0.93,4
1.49,1.0,4
1.49,1.07,4
-0.28,0.77,4
-0.28,0.89,4
-0.28,0.91,4
-2.95,0.95,4
-2.57,0.81,4
-2.57,0.83,4
1.48,1.09,4
1.48,1.1,4
1.48,1.12,4
1.48,1.16,4
1.48,1.19,4
0.31,1.02,4
-1.87,0.97,4
-1.87,0.99,4
1.48,0.83,4
1.48,1.02,4
1.48,1.03,4
-1.87,1.17,4
-1.87,1.21,4
-1.38,1.05,4
-1.38,1.08,4
-0.27,0.71,4
1.47,1.07,4
1.47,1.12,4
1.47,1.13,4
1.47,1.14,4
-1.55,1.32,4
1.47,1.22,4
1.47,0.94,4
1.47,0.95,4
1.47,0.98,4
1.47,0.99,4
1.47,1.04,4
-2.95,1.07,4
1.46,1.21,4
1.46,1.06,4
-0.79,1.07,4
1.45,1.04,4
1.45,1.1,4
1.45,1.14,4
0.32,0.85,4
-1.55,1.19,4
-0.27,0.81,4
-0.27,0.83,4
-0.27,0.86,4
-0.27,0.89,4
-1.86,1.02,4
1.44,0.97,4
-0.26,0.78,4
-0.26,0.86,4
-0.93,0.82,4
-0.93,0.87,4
-0.93,0.91,4
-0.93,0.96,4
-1.86,1.22,4
1.44,0.96,4
0.32,0.84,4
-1.46,1.07,4
-1.46,0.89,4
0.02,0.85,4
0.02,0.86,4
-1.86,1.29,4
1.43,1.2,4
1.43,0.99,4
1.43,1.05,4
1.43,1.07,4
1.43,1.08,4
-0.26,1.02,4
-1.85,0.97,4
-1.85,1.07,4
-1.85,0.93,4
-1.21,1.0,4
-1.21,1.01,4
-1.21,1.06,4
-1.21,1.07,4
0.32,0.98,4
0.32,1.09,4
-1.85,1.05,4
1.42,1.25,4
1.42,1.04,4
1.42,1.08,4
1.42,1.17,4
1.42,0.95,4
1.42,0.93,4
-1.16,1.0,4
1.41,1.25,4
1.41,1.27,4
1.41,0.94,4
1.41,1.0,4
0.33,0.89,4
0.33,0.9,4
-1.21,0.97,4
-1.39,1.33,4
-2.94,0.98,4
-2.94,0.87,4
-2.94,0.89,4
-2.94,0.97,4
1.4,0.86,4
1.4,0.95,4
1.4,0.96,4
1.4,1.01,4
1.4,1.1,4
-0.25,0.89,4
-1.21,0.87,4
-1.55,1.01,4
-1.55,1.06,4
-1.55,1.08,4
1.39,1.28,4
1.39,1.39,4
1.39,1.03,4
1.39,1.18,4
-1.84,1.21,4
1.39,0.88,4
1.39,0.89,4
-2.94,1.13,4
-1.84,1.15,4
-1.84,1.4,4
-1.84,1.46,4
1.38,1.2,4
0.33,0.92,4
0.33,0.97,4
0.33,1.04,4
1.38,1.01,4
1.38,1.04,4
1.38,1.09,4
1.38,1.13,4
-1.39,1.05,4
-1.39,1.07,4
-1.39,1.03,4
-0.79,0.95,4
-0.79,0.96,4
1.37,1.04,4
1.37,0.9,4
1.37,0.92,4
1.37,0.98,4
-1.39,0.9,4
-1.39,0.96,4
-1.39,0.98,4
-1.83,1.19,4
-1.83,1.21,4
-1.83,1.22,4
1.36,0.98,4
1.36,1.02,4
1.36,1.03,4
-1.16,0.92,4
-1.16,0.94,4
-0.24,0.9,4
-0.24,0.95,4
-1.83,1.08,4
-1.83,1.11,4
-1.83,1.14,4
0.34,0.97,4
-1.55,0.94,4
-1.55,0.95,4
1.35,1.01,4
1.35,1.02,4
1.35,1.09,4
1.35,1.18,4
-1.83,1.37,4
1.35,0.82,4
1.34,1.38,4
1.34,1.24,4
1.34,0.99,4
1.34,1.06,4
1.34,1.14,4
-1.82,0.0,4
-2.58,0.94,4
-1.82,0.78,4
0.34,0.74,4
1.33,1.4,4
1.33,1.0,4
1.33,1.01,4
1.33,1.02,4
1.33,1.03,4
1.33,1.14,4
1.33,1.15,4
-0.92,0.76,4
-0.92,0.86,4
-0.92,0.96,4
-1.82,0.99,4
-0.23,0.75,4
-0.23,0.85,4
-0.23,0.9,4
-1.82,1.0,4
-1.82,1.03,4
1.33,0.92,4
-0.23,0.96,4
0.34,1.07,4
0.34,1.11,4
1.33,0.0,4
-2.93,0.71,4
-1.82,1.14,4
-1.82,1.16,4
-0.23,0.92,4
-1.82,1.29,4
1.32,1.29,4
-1.4,1.25,4
1.32,1.03,4
1.32,1.04,4
1.32,1.07,4
1.32,1.12,4
1.32,1.13,4
-0.83,1.13,4
-2.93,1.0,4
-1.4,1.38,4
-0.22,0.7,4
-0.22,0.74,4
-0.22,0.77,4
1.31,1.0,4
1.31,1.02,4
1.31,1.07,4
1.31,1.08,4
1.31,1.12,4
1.31,1.13,4
1.31,1.17,4
1.31,0.91,4
1.31,0.94,4
0.35,0.83,4
0.35,0.87,4
0.01,0.97,4
-0.83,1.08,4
-0.22,0.88,4
-0.22,0.92,4
-1.81,0.9,4
-1.81,1.03,4
-1.81,1.07,4
-1.81,1.08,4
-1.81,1.09,4
1.3,1.29,4
1.3,1.04,4
1.3,1.08,4
0.35,0.9,4
0.35,0.91,4
0.35,0.92,4
-1.56,1.37,4
-1.81,1.33,4
-2.93,1.05,4
1.29,1.41,4
1.29,1.14,4
1.29,0.91,4
1.29,1.05,4
1.29,1.11,4
-2.58,0.7,4
-2.58,0.84,4
-1.4,1.08,4
1.28,1.25,4
-1.8,0.87,4
1.28,0.99,4
1.28,1.0,4
0.01,1.0,4
0.01,1.06,4
-0.91,0.94,4
-1.4,1.13,4
-1.4,1.15,4
-1.4,1.22,4
-0.21,0.77,4
-0.21,0.92,4
-1.8,0.96,4
-1.8,0.98,4
-1.8,0.99,4
1.27,1.24,4
-1.8,1.17,4
-1.8,1.11,4
0.35,0.99,4
0.35,1.02,4
1.26,1.31,4
1.26,0.95,4
1.26,1.01,4
1.26,1.07,4
1.26,1.14,4
1.25,1.28,4
-1.79,0.94,4
-1.79,0.98,4
-1.4,0.95,4
-1.4,1.01,4
-1.4,1.04,4
1.25,1.13,4
-1.79,1.09,4
1.25,0.94,4
1.25,0.98,4
0.36,0.81,4
0.01,0.79,4
-1.56,1.16,4
-1.56,1.19,4
-0.91,1.02,4
-1.79,1.06,4
-0.2,0.91,4
-1.79,1.28,4
-1.79,1.29,4
-1.79,1.3,4
-1.79,1.04,4
-2.92,0.78,4
-1.79,1.44,4
1.24,1.01,4
1.24,1.02,4
0.01,0.96,4
0.36,0.88,4
-1.56,0.96,4
-1.79,1.34,4
1.23,1.13,4
1.23,1.15,4
-0.19,0.74,4
-0.19,0.78,4
-2.71,1.23,4
-1.79,1.54,4
1.22,0.94,4
-1.78,0.81,4
-1.78,1.17,4
-1.78,1.23,4
-1.78,0.98,4
-1.17,0.95,4
0.01,0.82,4
0.01,0.83,4
0.01,0.87,4
0.01,0.89,4
-1.78,1.09,4
-2.92,1.01,4
-2.92,0.87,4
-2.92,0.95,4
1.21,0.98,4
-2.79,0.99,4
-1.78,1.29,4
-2.92,1.11,4
-2.92,1.12,4
1.2,1.2,4
1.2,0.95,4
1.2,0.97,4
1.2,0.98,4
0.37,0.76,4
0.37,0.83,4
0.36,0.96,4
0.36,1.01,4
1.2,1.05,4
1.2,1.08,4
-2.59,1.1,4
1.19,1.19,4
1.19,0.98,4
1.19,1.01,4
1.19,1.02,4
1.19,1.14,4
1.19,1.16,4
-0.18,0.65,4
-1.77,0.96,4
-1.77,0.99,4
-1.77,1.01,4
-1.56,0.87,4
-0.18,0.93,4
-2.92,1.47,4
1.18,1.17,4
-1.17,1.06,4
1.18,0.97,4
1.18,1.08,4
-1.41,1.17,4
-1.17,1.03,4
-1.77,1.12,4
1.17,1.08,4
1.17,1.09,4
1.17,1.1,4
1.17,1.17,4
1.17,1.18,4
1.17,1.21,4
-1.77,1.33,4
-1.77,1.36,4
-1.77,1.38,4
-1.77,1.41,4
1.17,0.92,4
1.17,0.96,4
1.17,0.97,4
1.17,0.98,4
-1.41,1.23,4
-0.17,0.64,4
-1.77,1.26,4
-1.77,1.24,4
1.16,1.29,4
-1.77,1.46,4
1.16,1.07,4
1.16,1.19,4
0.37,0.97,4
0.37,0.99,4
1.16,0.98,4
1.16,0.99,4
1.16,1.03,4
-0.9,0.98,4
-0.17,0.82,4
-0.17,0.88,4
-1.76,0.89,4
-1.76,0.97,4
-1.76,0.85,4
-0.17,0.75,4
1.15,1.11,4
1.15,1.18,4
-2.84,1.11,4
-1.76,1.16,4
1.15,0.91,4
1.15,0.94,4
1.15,1.1,4
-2.91,0.75,4
-1.76,1.06,4
-1.76,1.09,4
-2.71,0.92,4
-0.9,1.08,4
-0.9,1.14,4
1.14,1.09,4
1.14,0.9,4
1.14,0.91,4
-1.41,1.08,4
-1.76,1.27,4
0.38,0.91,4
-1.76,1.55,4
1.13,1.27,4
-1.22,1.19,4
-2.91,1.03,4
1.13,0.82,4
1.13,0.98,4
1.13,0.99,4
-2.91,0.9,4
-2.91,0.94,4
1.12,1.17,4
-0.16,0.85,4
-0.16,0.86,4
1.12,0.92,4
1.12,0.97,4
-0.16,0.72,4
-0.16,0.73,4
-0.16,0.79,4
-0.16,1.02,4
0.38,0.77,4
0.38,0.81,4
0.38,0.86,4
1.11,0.89,4
1.11,0.93,4
1.11,0.94,4
1.11,1.02,4
1.11,1.07,4
1.11,1.13,4
-2.67,0.7,4
-2.59,0.99,4
-2.59,1.01,4
1.11,0.81,4
-1.75,1.03,4
0.38,0.97,4
0.38,1.03,4
0.38,1.07,4
-2.91,1.1,4
-2.79,0.84,4
1.1,1.23,4
1.1,1.04,4
1.1,1.18,4
-1.75,1.09,4
-1.75,1.15,4
-1.75,1.19,4
1.1,0.87,4
1.1,0.89,4
1.1,0.93,4
1.1,0.96,4
-2.64,0.75,4
-1.57,1.3,4
-1.75,1.04,4
-1.75,1.05,4
1.09,1.1,4
1.09,1.11,4
-1.75,1.35,4
1.09,0.89,4
1.09,0.91,4
-1.75,1.34,4
1.08,0.86,4
1.08,0.97,4
1.08,1.03,4
1.08,1.09,4
1.08,0.82,4
-1.75,1.57,4
-1.75,1.58,4
1.07,1.04,4
1.07,0.91,4
1.07,0.95,4
-1.74,1.04,4
1.06,0.93,4
1.06,1.02,4
-1.74,1.14,4
-1.74,1.21,4
1.06,0.84,4
-2.9,0.71,4
-2.9,0.79,4
-1.74,1.12,4
-2.67,0.99,4
1.05,0.86,4
-0.14,0.77,4
-0.14,0.78,4
0.0,0.99,4
-0.83,0.78,4
0.0,1.03,4
0.0,1.06,4
1.05,0.75,4
1.05,0.79,4
-1.74,1.35,4
1.04,0.86,4
-0.14,0.99,4
-1.74,1.54,4
-1.74,1.61,4
-1.74,1.66,4
-2.9,0.84,4
-2.9,0.91,4
-2.9,0.96,4
1.03,1.04,4
0.39,0.98,4
-0.83,0.88,4
-0.83,0.96,4
-0.83,0.98,4
-1.57,1.35,4
0.0,0.85,4
0.0,0.87,4
1.03,1.22,4
1.03,0.84,4
1.03,0.87,4
1.03,0.88,4
1.02,1.01,4
-1.73,0.97,4
-1.73,0.98,4
-1.73,1.0,4
1.02,0.85,4
1.02,0.9,4
0.39,0.85,4
0.39,0.86,4
1.02,0.94,4
1.02,1.0,4
-0.13,0.82,4
-0.13,0.84,4
-0.13,0.88,4
-1.73,0.94,4
-0.89,0.98,4
1.01,0.84,4
1.01,0.94,4
1.01,0.96,4
-1.73,1.07,4
-1.73,1.11,4
-1.73,1.12,4
-1.73,1.16,4
-1.73,1.21,4
-0.13,0.97,4
-1.42,1.01,4
-1.42,1.08,4
0.99,0.8,4
0.99,0.83,4
-1.42,1.12,4
-1.42,1.17,4
-1.73,1.44,4
0.98,1.16,4
0.98,0.87,4
0.98,0.88,4
0.98,1.0,4
-1.42,0.86,4
0.4,0.85,4
0.4,0.88,4
-1.57,1.08,4
-1.42,0.95,4
-1.72,0.98,4
-1.72,0.99,4
-1.72,1.02,4
-1.72,1.14,4
-1.42,0.97,4
0.96,0.89,4
-1.72,1.32,4
-0.12,0.77,4
-0.12,0.78,4
-2.89,0.86,4
0.95,0.99,4
0.95,0.8,4
0.95,0.84,4
-1.18,1.15,4
0.0,0.81,4
-1.57,1.14,4
-0.88,0.9,4
-0.12,0.96,4
-1.72,1.59,4
0.94,0.75,4
0.94,0.74,4
-2.89,1.02,4
-2.89,1.08,4
0.93,1.03,4
0.93,1.07,4
-2.89,1.0,4
0.93,0.73,4
0.93,0.8,4
0.93,0.82,4
0.93,0.84,4
0.93,0.91,4
0.93,0.94,4
0.4,1.27,4
0.4,0.97,4
0.4,1.04,4
0.93,0.97,4
-0.11,0.86,4
-0.11,0.9,4
0.92,0.92,4
0.92,0.93,4
0.92,0.95,4
0.92,0.98,4
-1.71,0.96,4
-1.71,0.97,4
-1.71,0.98,4
-1.71,1.1,4
-0.8,0.89,4
-0.8,0.93,4
-2.84,0.88,4
-2.84,0.97,4
0.92,0.76,4
0.92,0.83,4
0.91,1.01,4
0.91,0.88,4
0.91,0.99,4
-0.88,0.92,4
-0.88,0.94,4
-0.88,0.98,4
-0.88,1.0,4
-0.88,1.04,4
-1.71,1.11,4
-1.71,1.12,4
-1.71,1.15,4
-1.57,0.94,4
0.9,1.02,4
0.9,0.82,4
0.89,1.12,4
0.89,0.81,4
0.89,0.85,4
0.89,0.9,4
0.89,1.0,4
0.89,1.11,4
-0.1,0.63,4
-0.1,0.66,4
0.88,1.07,4
0.88,1.09,4
0.88,1.1,4
0.88,1.13,4
-1.2,1.07,4
-1.2,1.09,4
0.88,0.85,4
0.88,0.87,4
0.88,0.95,4
-0.1,0.82,4
-0.1,0.87,4
-2.71,0.77,4
-1.7,0.89,4
-1.7,1.12,4
-1.7,0.94,4
-1.7,1.0,4
-1.7,1.01,4
0.87,0.96,4
0.41,0.85,4
0.41,0.92,4
0.87,1.03,4
-1.43,1.03,4
-1.43,1.04,4
-1.7,1.2,4
-1.18,0.98,4
-2.71,0.86,4
0.86,0.78,4
-1.43,1.12,4
-1.43,1.13,4
-1.43,1.14,4
-1.18,0.93,4
0.85,0.88,4
0.85,0.89,4
0.85,0.96,4
0.85,0.99,4
0.85,1.01,4
0.85,1.1,4
-1.7,1.37,4
0.85,0.85,4
-2.88,0.82,4
-2.88,0.93,4
0.84,1.12,4
0.84,0.75,4
0.84,0.91,4
0.84,0.94,4
0.84,1.02,4
-1.69,1.11,4
-1.69,0.88,4
-0.09,0.82,4
-1.69,0.98,4
-2.71,0.88,4
-0.87,0.89,4
0.42,0.84,4
0.83,1.08,4
0.83,1.29,4
-2.88,1.02,4
0.83,0.84,4
0.83,0.95,4
-2.72,0.93,4
-2.72,0.94,4
-2.88,1.0,4
-1.69,1.17,4
-2.72,0.89,4
-2.72,0.91,4
0.82,1.14,4
-2.88,0.97,4
0.82,0.84,4
0.82,0.87,4
0.82,0.95,4
0.82,0.97,4
-2.62,1.01,4
-2.62,1.03,4
0.81,1.04,4
-1.43,0.86,4
-1.43,0.89,4
0.81,0.99,4
-2.6,0.81,4
0.81,0.79,4
0.81,0.88,4
0.81,0.91,4
0.8,1.35,4
-0.87,0.99,4
0.42,0.91,4
0.42,1.0,4
-1.43,1.0,4
-2.64,0.84,4
-2.64,0.87,4
-2.64,0.92,4
-2.64,0.96,4
-2.64,0.98,4
0.8,0.84,4
0.8,0.86,4
-2.6,0.89,4
-2.6,0.92,4
-2.6,0.95,4
0.8,0.76,4
0.79,1.14,4
0.79,0.9,4
0.79,0.91,4
0.79,0.97,4
-2.81,1.14,4
-0.08,0.92,4
-0.08,0.93,4
-0.08,0.95,4
-0.08,0.96,4
0.79,0.85,4
-1.68,1.19,4
-1.68,1.2,4
-1.68,1.01,4
-1.68,1.09,4
-1.68,1.11,4
-1.68,1.13,4
-0.08,1.07,4
0.78,0.85,4
0.78,0.94,4
0.77,1.38,4
0.43,1.02,4
-2.62,0.91,4
0.43,0.9,4
0.77,0.93,4
0.77,0.95,4
0.77,1.04,4
0.77,1.17,4
-1.68,1.42,4
-1.67,0.9,4
-1.67,1.02,4
0.76,1.05,4
-1.67,0.93,4
0.76,0.85,4
0.76,0.88,4
-1.67,1.17,4
0.75,0.92,4
0.75,0.96,4
-1.67,1.69,4
0.74,1.07,4
-1.19,1.12,4
-1.19,1.16,4
0.74,0.78,4
0.74,0.96,4
0.74,0.98,4
0.74,0.99,4
-1.19,1.04,4
-2.87,0.86,4
0.73,1.04,4
-2.6,0.71,4
-0.07,0.85,4
-0.07,0.89,4
-1.66,1.03,4
-1.66,0.88,4
0.43,1.11,4
-0.84,1.07,4
-0.84,1.12,4
-1.66,0.93,4
-0.07,0.91,4
0.72,1.05,4
0.72,0.92,4
0.72,0.93,4
0.72,0.97,4
-0.06,0.66,4
-0.06,0.72,4
-0.06,0.75,4
-0.07,1.14,4
0.71,0.84,4
0.71,0.85,4
-2.87,1.12,4
-2.87,1.23,4
-2.87,1.25,4
-2.87,1.0,4
-2.87,1.04,4
-2.87,1.06,4
0.7,0.81,4
0.7,0.84,4
0.7,0.88,4
0.7,0.92,4
-0.06,0.85,4
0.69,0.9,4
0.69,0.92,4
0.69,0.94,4
0.44,0.89,4
0.44,0.95,4
0.69,1.02,4
-1.65,1.05,4
0.69,0.7,4
-0.86,1.06,4
-0.86,1.07,4
-1.65,0.9,4
-1.65,0.92,4
-1.65,0.96,4
-1.65,0.99,4
-0.06,1.04,4
-2.8,0.85,4
-2.8,0.93,4
0.68,1.15,4
0.68,1.17,4
0.44,0.72,4
0.68,0.88,4
0.68,0.89,4
0.68,0.9,4
0.68,0.96,4
0.68,0.98,4
0.68,1.01,4
-2.8,1.02,4
-1.44,1.06,4
-1.44,1.07,4
-1.65,1.16,4
-1.65,1.18,4
-1.65,1.21,4
0.67,0.8,4
0.67,0.83,4
0.67,0.84,4
0.67,0.86,4
0.67,0.91,4
0.67,1.02,4
-1.58,1.15,4
0.44,0.98,4
0.44,1.09,4
-1.65,1.4,4
-1.44,0.88,4
-1.64,0.94,4
-1.64,0.96,4
-1.64,1.14,4
-1.44,1.08,4
0.66,1.1,4
-1.64,1.09,4
-1.19,0.93,4
-1.64,1.33,4
0.45,0.76,4
0.65,0.9,4
0.65,0.98,4
0.65,0.81,4
-1.44,0.92,4
-0.05,0.78,4
-2.61,1.05,4
0.64,0.78,4
0.64,0.82,4
