angle,magnitude,occurrences
-2.08,0.81,18
0.18,0.6,18
2.47,0.64,18
-1.83,0.69,18
-1.83,0.66,18
2.79,0.58,18
-2.02,0.64,18
2.64,0.57,18
2.64,0.56,18
1.24,0.7,18
1.25,0.62,18
1.72,0.73,18
0.62,0.6,18
-2.13,0.76,18
-0.71,0.75,18
2.88,0.53,18
-0.86,0.7,18
-2.51,0.49,18
1.58,0.76,18
-2.78,0.63,18
0.59,0.61,18
0.16,0.55,18
1.06,0.67,18
1.06,0.63,18
-1.5,0.76,18
-1.5,0.71,18
2.06,0.64,18
-1.5,0.8,18
-1.5,0.79,18
-2.23,0.59,18
2.08,0.72,18
-1.52,0.82,18
3.06,0.63,18
1.39,0.7,18
2.49,0.58,18
2.48,0.62,18
-2.7,0.62,18
-2.56,0.6,18
-1.84,0.73,18
-2.96,0.58,18
1.8,0.71,18
-1.78,0.77,18
-0.15,0.57,18
-1.38,0.73,18
2.87,0.59,18
1.85,0.81,18
1.94,0.65,18
-1.8,0.83,18
2.68,0.62,18
-0.28,0.51,18
1.71,0.69,18
1.74,0.76,18
-1.31,0.65,18
-1.31,0.63,18
-1.49,0.66,18
2.04,0.7,18
-1.33,0.68,18
0.26,0.53,18
3.07,0.59,18
-0.14,0.53,18
-2.51,0.56,18
-0.69,0.57,18
2.87,0.6,18
0.58,0.52,18
0.75,0.62,18
0.97,0.62,18
-0.42,0.57,18
-0.44,0.62,18
-2.65,0.54,18
0.98,0.63,18
2.79,0.7,18
2.79,0.68,18
-2.85,0.6,18
-2.85,0.49,18
0.57,0.66,18
-0.13,0.58,18
2.97,0.68,18
-2.05,0.78,18
-2.16,0.73,18
-0.68,0.57,18
-0.73,0.63,18
-2.45,0.66,18
-2.45,0.65,18
2.8,0.63,18
-1.92,0.76,18
2.49,0.6,18
-1.34,0.93,18
-1.21,0.64,18
2.1,0.65,18
2.62,0.55,18
1.22,0.69,18
-0.12,0.62,18
1.94,0.79,18
-0.29,0.57,18
-2.47,0.61,18
2.3,0.73,18
2.3,0.69,18
-2.87,0.59,18
2.3,0.66,18
2.1,0.72,18
-0.93,0.68,18
-0.93,0.64,18
3.04,0.6,18
1.07,0.62,18
-1.74,0.69,18
2.04,0.86,18
1.64,0.63,18
-1.93,0.72,18
-0.84,0.56,18
-0.88,0.65,18
0.54,0.66,18
1.71,0.68,18
2.69,0.6,18
-2.17,0.66,18
-0.54,0.6,18
2.81,0.62,18
2.81,0.55,18
2.11,0.66,18
-1.54,0.64,18
1.89,0.84,18
-1.04,0.63,18
-1.26,0.69,18
-2.37,0.5,18
1.47,0.73,18
-3.12,0.64,18
-0.67,0.58,18
-2.68,0.64,18
-1.11,0.69,18
-2.12,0.77,18
0.52,0.69,18
0.77,0.56,18
-1.22,0.66,18
-2.52,0.56,18
-2.81,0.62,18
2.96,0.6,18
2.75,0.64,18
2.75,0.59,18
1.08,0.57,18
0.96,0.65,18
-2.61,0.51,18
0.53,0.61,18
1.79,0.72,18
1.79,0.7,18
-0.11,0.6,18
-0.85,0.66,18
2.69,0.61,18
-2.0,0.69,18
-0.99,0.68,18
3.08,0.55,18
-1.3,0.73,18
0.34,0.51,18
2.93,0.57,18
2.81,0.74,18
1.42,0.62,18
-1.6,0.73,18
-0.09,0.58,18
1.2,0.67,18
-1.97,0.63,18
1.61,0.55,18
1.6,0.86,18
2.59,0.63,18
3.1,0.54,18
1.7,0.65,18
2.86,0.58,18
2.59,0.56,18
-2.07,0.73,18
-2.7,0.58,18
0.1,0.61,18
2.5,0.66,18
-1.71,0.69,18
-1.71,0.67,18
0.33,0.53,18
0.32,0.58,18
-1.43,0.75,18
1.98,0.73,18
-0.3,0.61,18
1.46,0.71,18
1.69,0.82,18
-2.37,0.68,18
-2.68,0.59,18
0.51,0.68,18
-1.0,0.67,18
-1.0,0.61,18
-2.69,0.51,18
-2.83,0.55,18
-2.2,0.62,18
0.34,0.63,18
-2.1,0.59,18
0.91,0.55,18
-0.55,0.55,18
-2.75,0.63,18
-2.75,0.59,18
-1.16,0.66,18
-1.16,0.64,18
-2.81,0.52,18
-2.07,0.7,18
-2.07,0.67,18
-0.58,0.68,18
0.35,0.57,18
0.37,0.56,18
-1.71,0.61,18
0.51,0.63,18
-1.44,0.64,18
-2.27,0.6,18
-2.27,0.58,18
2.32,0.62,18
0.52,0.65,18
3.1,0.55,18
0.5,0.56,18
0.49,0.63,18
-2.7,0.57,18
2.97,0.62,18
-0.4,0.52,18
2.13,0.66,18
2.13,0.64,18
-1.85,0.77,18
-1.85,0.7,18
-0.41,0.59,18
0.8,0.58,18
-1.77,0.64,18
-2.31,0.63,18
-2.31,0.6,18
-0.32,0.58,18
-1.37,0.75,18
-3.04,0.56,18
0.81,0.6,18
-1.03,0.56,18
-2.68,0.62,18
-1.27,0.78,18
2.86,0.65,18
-2.01,0.66,18
1.81,0.62,18
-1.47,0.72,18
-1.75,0.71,18
-0.76,0.66,18
-1.01,0.66,18
-2.63,0.59,18
1.31,0.67,18
-1.17,0.65,18
2.18,0.61,18
2.31,0.72,18
1.87,0.69,18
0.39,0.56,18
1.33,0.61,18
-1.35,0.69,18
1.92,0.69,18
-2.03,0.79,18
-0.39,0.59,18
-0.81,0.59,18
2.14,0.81,18
1.88,0.76,18
1.61,0.73,18
-1.17,0.8,18
2.0,0.64,18
1.17,0.62,18
-1.27,0.57,18
-2.69,0.59,18
2.58,0.64,18
-1.86,0.74,18
-0.58,0.6,18
-0.58,0.58,18
-1.56,0.71,18
2.14,0.63,18
0.48,0.53,18
0.83,0.66,18
2.17,0.66,18
0.46,0.65,18
0.46,0.64,18
-1.12,0.61,18
2.0,0.77,18
-2.8,0.63,18
-0.02,0.62,18
-1.02,0.61,18
-2.46,0.63,18
1.14,0.61,18
1.33,0.81,18
1.92,0.75,18
0.04,0.52,18
2.54,0.6,18
2.37,0.59,18
-1.99,0.68,18
2.33,0.75,18
2.33,0.73,18
-0.62,0.59,18
-0.34,0.58,18
1.31,0.7,18
1.93,0.73,18
0.45,0.66,18
-0.02,0.61,18
1.57,0.76,18
-1.46,0.66,18
-2.26,0.82,18
2.55,0.58,18
2.01,0.66,18
2.84,0.6,18
-1.01,0.62,18
1.68,0.75,18
1.68,0.7,18
-2.8,0.54,18
-1.45,0.71,18
-1.17,0.74,18
-0.35,0.57,18
-0.36,0.69,18
2.58,0.62,18
-2.91,0.56,18
-2.84,0.61,18
-1.28,0.77,18
0.86,0.57,18
2.36,0.63,18
-1.9,0.73,18
-1.46,0.7,18
-0.37,0.56,18
-2.32,0.59,18
2.36,0.56,18
2.84,0.69,18
2.84,0.65,18
0.44,0.62,18
0.44,0.6,18
0.44,0.5,18
2.34,0.64,18
0.46,0.52,18
2.36,0.68,18
0.85,0.55,18
1.87,0.77,18
-0.61,0.6,18
-1.23,0.71,18
-0.36,0.63,18
-0.36,0.57,18
2.01,0.68,18
0.43,0.62,18
-1.24,0.66,18
-0.72,0.57,18
0.67,0.57,18
0.67,0.52,18
-1.64,0.73,18
0.69,0.58,18
-0.23,0.5,18
2.21,0.65,18
-1.19,0.65,18
-1.19,0.63,18
-1.09,0.66,18
-1.1,0.58,17
3.14,0.3,17
-1.09,0.65,17
-2.48,0.55,17
-2.42,0.57,17
-2.42,0.63,17
-0.86,0.75,17
-2.14,0.79,17
-1.88,0.88,17
2.25,0.68,17
0.7,0.54,17
2.22,0.68,17
2.24,0.67,17
-0.47,0.61,17
-0.47,0.56,17
3.05,0.6,17
-0.96,0.76,17
-1.73,0.79,17
1.26,0.74,17
2.26,0.65,17
2.21,0.66,17
-2.3,0.57,17
-2.29,0.61,17
2.65,0.61,17
-1.63,0.72,17
1.01,0.64,17
2.46,0.66,17
-2.59,0.61,17
-1.73,0.68,17
-1.46,0.67,17
-2.32,0.65,17
-2.32,0.64,17
2.15,0.6,17
-2.88,0.65,17
0.4,0.57,17
-1.28,0.68,17
1.44,0.83,17
-1.96,0.7,17
2.34,0.62,17
-1.58,0.74,17
-2.18,0.69,17
-2.84,0.57,17
-0.61,0.65,17
-1.23,0.73,17
-2.39,0.62,17
-2.88,0.61,17
-1.46,0.58,17
-1.46,0.79,17
0.02,0.58,17
1.13,0.67,17
2.01,0.67,17
-2.88,0.57,17
2.15,0.74,17
-1.9,0.85,17
-1.17,0.79,17
-0.36,0.7,17
2.58,0.58,17
-2.91,0.57,17
1.32,0.69,17
2.34,0.58,17
0.42,0.63,17
-2.69,0.68,17
1.16,0.67,17
1.14,0.74,17
1.14,0.63,17
0.02,0.56,17
2.54,0.62,17
2.14,0.73,17
0.38,0.6,17
-0.77,0.67,17
-1.69,0.7,17
1.83,0.78,17
-1.28,0.62,17
-0.83,0.68,17
-2.41,0.56,17
-0.84,0.83,17
-2.11,0.62,17
-0.58,0.66,17
3.03,0.56,17
1.63,0.71,17
-0.92,0.71,17
1.11,0.74,17
2.53,0.61,17
0.04,0.53,17
1.33,0.79,17
1.33,0.67,17
-1.01,0.64,17
0.88,0.57,17
-1.86,0.71,17
2.33,0.65,17
-1.03,0.76,17
-1.59,0.71,17
2.17,0.7,17
0.38,0.65,17
-1.35,0.68,17
0.06,0.56,17
-0.81,0.66,17
1.75,0.73,17
-1.29,0.65,17
-1.29,0.9,17
3.01,0.57,17
-0.04,0.54,17
1.17,0.73,17
-2.69,0.63,17
0.8,0.68,17
0.8,0.62,17
-0.35,0.61,17
-1.86,0.78,17
1.43,0.68,17
-1.75,0.76,17
-0.76,0.71,17
2.38,0.65,17
0.07,0.59,17
-3.02,0.62,17
-0.74,0.74,17
-0.33,0.7,17
-1.44,0.76,17
-0.9,0.72,17
-0.9,0.7,17
0.8,0.59,17
2.18,0.67,17
0.5,0.64,17
1.87,0.61,17
-0.63,0.59,17
-1.17,0.62,17
2.03,0.72,17
2.03,0.68,17
-1.92,0.88,17
-1.82,0.77,17
-1.82,0.74,17
0.9,0.54,17
-2.1,0.61,17
-2.01,0.62,17
-2.31,0.66,17
0.81,0.57,17
1.86,0.78,17
1.86,0.71,17
-0.82,0.62,17
2.52,0.71,17
0.08,0.53,17
-1.75,0.78,17
0.92,0.58,17
1.1,0.63,17
1.63,0.76,17
0.08,0.55,17
0.35,0.68,17
0.36,0.55,17
0.35,0.56,17
3.07,0.71,17
-1.13,0.68,17
-1.44,0.67,17
-1.44,0.84,17
-0.05,0.62,17
0.51,0.61,17
0.51,0.55,17
0.5,0.62,17
0.5,0.53,17
1.34,0.7,17
-1.21,0.73,17
-3.03,0.66,17
0.94,0.62,17
-1.55,0.65,17
1.19,0.78,17
2.69,0.56,17
-0.3,0.51,17
-0.31,0.52,17
-3.12,0.58,17
-1.03,0.64,17
0.52,0.6,17
0.51,0.72,17
-2.2,0.59,17
0.34,0.54,17
2.12,0.67,17
1.67,0.74,17
0.33,0.65,17
0.33,0.62,17
1.42,0.76,17
-1.22,0.62,17
-1.3,0.68,17
-0.77,0.65,17
2.92,0.69,17
1.2,0.74,17
1.2,0.7,17
1.6,0.78,17
3.0,0.62,17
-2.67,0.61,17
-2.07,0.76,17
-2.07,0.74,17
1.08,0.63,17
-2.4,0.63,17
-2.81,0.56,17
-1.92,0.69,17
1.81,0.81,17
1.81,0.78,17
2.04,0.75,17
0.96,0.6,17
0.53,0.57,17
-0.89,0.59,17
2.61,0.61,17
2.61,0.59,17
1.57,0.84,17
-2.37,0.61,17
1.47,0.62,17
-0.66,0.61,17
-0.98,0.61,17
0.31,0.52,17
-1.3,0.63,17
-1.3,0.75,17
0.32,0.54,17
0.95,0.64,17
2.11,0.68,17
1.42,0.72,17
1.35,0.64,17
1.91,0.81,17
-0.98,0.67,17
3.11,0.57,17
-3.12,0.62,17
-2.16,0.59,17
2.29,0.84,17
-2.98,0.65,17
-1.21,0.69,17
1.83,0.67,17
2.8,0.58,17
2.75,0.55,17
0.1,0.63,17
-1.72,0.72,17
-1.72,0.65,17
-0.84,0.67,17
-0.84,0.66,17
-0.88,0.62,17
-0.89,0.74,17
1.6,0.71,17
1.79,0.74,17
0.54,0.6,17
-1.67,0.67,17
1.29,0.7,17
0.77,0.64,17
-0.73,0.72,17
-2.9,0.57,17
-2.24,0.67,17
-1.92,0.74,17
-1.74,0.86,17
0.12,0.55,17
2.75,0.53,17
-1.31,0.69,17
-0.5,0.53,17
-1.42,0.69,17
1.22,0.7,17
1.22,0.68,17
-0.12,0.63,17
1.94,0.74,17
1.94,0.71,17
-0.98,0.65,17
-1.05,0.6,17
2.4,0.65,17
0.28,0.61,17
1.91,0.71,17
-0.43,0.67,17
2.76,0.65,17
-0.94,0.65,17
-0.44,0.58,17
-2.65,0.6,17
2.41,0.6,17
-0.27,0.55,17
-0.12,0.6,17
1.21,0.68,17
1.21,0.66,17
0.76,0.56,17
-1.11,0.79,17
2.04,0.69,17
-2.9,0.63,17
0.14,0.54,17
0.13,0.59,17
-0.45,0.57,17
2.43,0.63,17
-0.97,0.58,17
1.83,0.85,17
-0.69,0.62,17
-0.69,0.6,17
-2.58,0.58,17
-2.51,0.58,17
-1.91,0.73,17
-0.88,0.77,17
1.22,0.77,17
-2.47,0.54,17
-0.17,0.56,17
-1.38,0.75,17
1.85,0.74,17
1.84,0.76,17
1.84,0.75,17
1.84,0.72,17
-2.66,0.5,17
-1.8,0.8,17
1.28,0.74,17
-1.8,0.85,17
2.28,0.72,17
-1.62,0.71,17
2.2,0.69,17
1.74,0.7,17
3.04,0.62,17
-1.49,0.68,17
0.27,0.61,17
-1.53,0.73,17
1.64,0.76,17
-2.56,0.51,17
1.64,0.73,17
-1.53,0.8,17
2.09,0.65,17
0.98,0.65,17
-1.84,0.71,17
-2.34,0.62,17
-0.49,0.79,17
0.59,0.55,17
0.59,0.5,17
-1.91,0.86,17
-1.78,0.72,17
-0.16,0.54,17
1.72,0.7,17
-0.15,0.56,17
-1.91,0.87,17
-2.6,0.58,17
-1.25,0.8,17
-1.25,0.75,17
1.49,0.78,17
2.88,0.54,17
2.64,0.64,17
-2.64,0.46,17
0.6,0.54,17
0.73,0.57,17
0.59,0.59,17
-2.9,0.72,17
2.06,0.65,17
0.26,0.57,17
-3.05,0.61,17
-3.05,0.6,17
1.39,0.65,17
1.05,0.64,17
2.06,0.68,17
0.16,0.61,17
1.9,0.75,17
2.79,0.52,17
1.81,0.76,17
-2.49,0.7,17
1.76,0.67,17
3.12,0.57,17
-0.87,0.74,17
-0.2,0.65,17
-1.79,1.0,17
-2.92,0.68,17
2.45,0.68,17
1.02,0.61,17
-2.99,0.55,17
1.9,0.65,17
-1.15,0.62,17
1.54,0.73,17
1.0,0.68,17
-2.22,0.67,17
0.23,0.6,17
2.89,0.6,17
-1.79,0.74,17
-1.79,0.72,17
-2.3,0.56,17
1.8,0.76,17
-2.73,0.61,17
0.72,0.58,17
0.66,0.54,17
-1.08,0.68,17
1.84,0.68,17
-1.24,0.72,17
-2.14,0.69,17
-2.14,0.65,17
-1.95,0.77,17
3.12,0.68,17
3.12,0.62,17
-1.64,0.65,17
0.7,0.6,17
0.65,0.61,17
2.26,0.6,17
2.78,0.51,17
-1.32,0.68,17
1.38,0.73,17
-0.36,0.6,17
-1.45,0.7,17
0.0,0.62,17
-1.36,0.65,17
1.32,0.71,17
2.15,0.7,17
-1.57,0.82,17
0.86,0.59,17
-0.72,0.61,17
-2.14,0.55,17
-1.64,0.77,17
-1.64,0.75,17
-1.39,0.76,17
-1.39,0.7,17
-1.98,0.66,17
2.25,0.61,17
-1.95,0.74,16
-1.95,0.81,16
2.23,0.64,16
2.67,0.56,16
2.23,0.67,16
1.12,0.69,16
0.05,0.59,16
2.53,0.66,16
-0.54,0.62,16
-1.65,0.71,16
-1.64,0.76,16
0.67,0.58,16
0.67,0.61,16
-1.1,0.68,16
1.11,0.79,16
-2.25,0.59,16
0.04,0.59,16
1.89,0.93,16
0.03,0.63,16
0.04,0.48,16
-0.5,0.62,16
2.81,0.56,16
0.06,0.58,16
-2.35,0.7,16
-2.04,0.74,16
1.74,0.62,16
1.74,0.68,16
1.74,0.75,16
-1.65,0.79,16
-3.02,0.61,16
1.11,0.64,16
2.54,0.68,16
2.55,0.55,16
0.02,0.57,16
-1.84,0.79,16
1.41,0.82,16
-2.63,0.63,16
1.42,0.71,16
1.42,0.75,16
1.7,0.88,16
1.71,0.74,16
1.26,0.63,16
-2.04,0.66,16
-2.75,0.47,16
-2.75,0.55,16
-2.75,0.7,16
0.08,0.54,16
-1.85,0.84,16
2.83,0.58,16
0.09,0.61,16
2.83,0.63,16
1.89,0.68,16
1.89,0.72,16
-0.56,0.62,16
-1.48,0.72,16
-1.48,0.73,16
-1.48,0.79,16
2.83,0.56,16
-1.03,0.66,16
2.22,0.76,16
1.71,0.79,16
1.7,0.84,16
-1.29,0.7,16
-2.07,0.69,16
1.09,0.66,16
2.51,0.81,16
2.5,0.62,16
-1.85,0.76,16
-0.57,0.59,16
-2.9,0.49,16
2.04,0.66,16
2.04,0.76,16
-3.09,0.6,16
-3.09,0.61,16
-3.09,0.67,16
-1.46,0.74,16
-1.84,0.72,16
1.27,0.76,16
3.11,0.6,16
3.11,0.66,16
2.26,0.72,16
0.64,0.61,16
1.07,0.69,16
0.12,0.6,16
2.49,0.65,16
-1.74,0.81,16
0.63,0.63,16
-2.86,0.75,16
3.1,0.52,16
-2.78,0.6,16
2.66,0.64,16
-0.23,0.57,16
1.43,0.76,16
-2.36,0.59,16
-2.54,0.54,16
-2.54,0.57,16
2.55,0.65,16
-3.0,0.6,16
-1.32,0.86,16
0.13,0.58,16
2.84,0.68,16
-1.28,0.73,16
-2.26,0.6,16
-2.26,0.62,16
-2.26,0.67,16
-2.69,0.6,16
-1.94,0.77,16
0.71,0.59,16
0.71,0.63,16
2.01,0.7,16
-0.62,0.66,16
-2.9,0.66,16
1.06,0.65,16
0.15,0.58,16
-3.08,0.67,16
2.85,0.62,16
-1.32,0.73,16
2.56,0.56,16
-2.91,0.74,16
1.15,0.63,16
-2.23,0.64,16
3.09,0.66,16
-1.66,0.73,16
-1.96,0.67,16
1.69,0.7,16
-1.79,0.7,16
-1.79,0.78,16
-0.21,0.57,16
1.04,0.68,16
1.04,0.74,16
2.06,0.63,16
1.86,0.7,16
1.86,0.72,16
-1.27,0.76,16
-1.76,0.75,16
-2.06,0.64,16
-2.8,0.73,16
1.68,0.76,16
1.68,0.8,16
0.61,0.52,16
0.61,0.66,16
-1.12,0.76,16
-1.32,0.74,16
1.37,0.71,16
-0.64,0.64,16
0.17,0.58,16
1.04,0.65,16
1.04,0.67,16
-2.08,0.67,16
-0.65,0.63,16
-0.02,0.63,16
-1.38,0.82,16
-2.04,0.86,16
0.6,0.58,16
0.6,0.66,16
0.6,0.7,16
-1.01,0.72,16
1.46,0.69,16
1.46,0.7,16
1.46,0.78,16
-2.0,0.62,16
0.2,0.58,16
0.2,0.59,16
0.2,0.6,16
-1.26,0.76,16
-0.66,0.59,16
-0.66,0.62,16
-2.37,0.59,16
-3.12,0.61,16
1.02,0.65,16
-2.6,0.62,16
0.73,0.66,16
-2.97,0.64,16
2.65,0.65,16
1.47,0.72,16
-0.02,0.55,16
-2.06,0.7,16
-2.06,0.72,16
-1.83,0.85,16
2.45,0.6,16
2.45,0.66,16
2.44,0.64,16
-1.87,0.77,16
-0.67,0.65,16
1.94,0.8,16
-2.97,0.67,16
-1.13,0.75,16
2.21,0.64,16
-0.68,0.56,16
-2.82,0.61,16
2.07,0.76,16
1.85,0.8,16
1.85,0.85,16
1.48,0.72,16
-0.46,0.72,16
2.0,0.96,16
1.9,0.8,16
1.0,0.61,16
1.49,0.63,16
1.49,0.68,16
2.28,0.7,16
-2.13,0.86,16
3.08,0.69,16
-3.14,0.72,16
-1.13,0.67,16
1.24,0.81,16
-0.2,0.53,16
-0.7,0.72,16
-0.04,0.6,16
-2.91,0.6,16
0.99,0.7,16
1.49,0.69,16
1.49,0.79,16
0.24,0.57,16
0.24,0.59,16
-2.38,0.69,16
2.08,0.7,16
0.58,0.66,16
1.75,0.79,16
1.67,0.77,16
-0.99,0.7,16
-1.44,0.71,16
-1.44,0.72,16
-1.44,0.74,16
-0.05,0.65,16
-0.45,0.64,16
-3.03,0.77,16
0.26,0.63,16
2.88,0.62,16
-2.33,0.57,16
-2.65,0.65,16
-1.24,0.73,16
-1.53,0.71,16
2.41,0.64,16
-2.85,0.66,16
-0.73,0.69,16
-1.88,0.64,16
-0.72,0.58,16
-1.72,0.71,16
-2.09,0.69,16
-2.21,0.65,16
1.83,0.84,16
-0.73,0.66,16
-0.05,0.61,16
0.29,0.56,16
0.29,0.67,16
-1.23,0.6,16
2.91,0.6,16
-1.23,0.77,16
2.2,0.79,16
0.57,0.63,16
1.75,0.78,16
2.69,0.63,16
2.69,0.65,16
-0.29,0.62,16
0.97,0.67,16
1.9,0.92,16
-0.07,0.6,16
1.99,0.71,16
1.99,0.81,16
-1.54,0.83,16
-1.54,0.71,16
1.83,0.74,16
2.91,0.61,16
2.91,0.71,16
-1.61,0.73,16
0.56,0.62,16
0.56,0.76,16
-1.93,0.7,16
-1.93,0.78,16
-2.62,0.55,16
2.76,0.61,16
-0.43,0.79,16
1.53,0.7,16
-0.76,0.56,16
-2.83,0.62,16
-0.75,0.59,16
-1.22,0.71,16
2.11,0.64,16
2.11,0.72,16
2.11,0.73,16
-1.99,0.7,16
-1.99,0.71,16
-0.08,0.69,16
1.29,0.85,16
2.7,0.62,16
1.29,0.66,16
-1.14,0.67,16
1.66,0.69,16
-0.08,0.64,16
-1.34,0.78,16
1.54,0.62,16
0.94,0.63,16
-1.43,0.76,16
1.34,0.79,16
2.75,0.62,16
-1.34,0.69,16
-1.34,0.7,16
2.39,0.69,16
-3.03,0.67,16
2.93,0.6,16
1.53,0.71,16
-2.29,0.84,16
-2.29,0.57,16
1.53,0.73,16
-2.4,0.66,16
-0.41,0.64,16
1.2,0.73,16
0.92,0.65,16
1.82,0.7,16
1.55,0.67,16
-0.96,0.65,16
-0.96,0.74,16
1.65,0.77,16
0.55,0.59,16
1.77,0.76,16
-2.45,0.57,16
2.12,0.74,16
-0.81,0.77,16
2.95,0.56,16
-1.21,0.79,16
2.61,0.65,16
-0.1,0.52,16
-0.39,0.56,16
0.9,0.65,16
0.9,0.67,16
0.36,0.58,16
0.89,0.6,16
1.29,0.75,16
-0.19,0.66,16
-0.18,0.58,16
1.65,0.68,16
1.65,0.69,16
-1.15,0.68,16
-1.67,0.66,16
0.89,0.67,16
0.89,0.74,16
-0.82,0.65,16
-1.56,0.78,16
0.37,0.5,16
-0.83,0.93,16
1.81,0.71,16
-2.05,0.67,16
-2.05,0.71,16
1.2,0.85,16
-2.05,0.72,16
-0.11,0.59,16
1.24,0.72,16
-2.31,0.62,16
-0.95,0.77,16
3.04,0.61,16
3.04,0.63,16
-0.31,0.64,16
-1.35,0.72,16
1.33,0.63,16
1.33,0.68,16
-2.41,0.66,16
0.38,0.57,16
1.77,0.88,16
-0.94,0.7,16
2.31,0.68,16
-2.17,0.62,16
-2.17,0.7,16
-2.17,0.72,16
1.96,0.75,16
1.96,0.76,16
-1.56,0.72,16
2.13,0.78,16
-1.9,0.8,16
1.57,0.74,16
-0.84,0.73,16
0.39,0.67,16
0.39,0.68,16
1.57,0.89,16
0.4,0.54,16
-1.37,0.74,16
1.96,0.7,16
-2.12,0.79,16
-1.6,0.68,16
-0.94,0.81,16
-1.7,0.69,16
0.4,0.62,16
0.4,0.63,16
1.33,0.71,16
-2.28,0.7,16
-1.57,0.79,16
2.15,0.71,16
-0.85,0.69,16
0.41,0.53,16
0.86,0.7,16
-2.93,0.62,16
-0.38,0.61,16
-1.92,0.71,16
-1.92,0.75,16
-2.56,0.62,16
-0.17,0.57,16
-0.16,0.59,16
-2.32,0.61,16
2.15,0.64,16
0.41,0.66,16
-2.42,0.58,16
-0.87,0.76,16
0.85,0.63,16
0.85,0.66,16
1.59,0.72,16
-0.87,0.78,16
-0.86,0.6,16
0.86,0.6,16
3.03,0.59,16
3.03,0.64,16
2.18,0.63,16
3.03,0.69,16
-2.77,0.58,16
-2.77,0.62,16
-2.49,0.56,16
-2.49,0.6,16
-2.49,0.61,16
-0.14,0.59,16
-0.14,0.61,16
-0.14,0.69,16
-0.36,0.55,16
-2.11,0.78,16
3.0,0.61,16
-0.92,0.74,16
3.02,0.61,16
1.31,0.66,16
2.71,0.63,16
-0.33,0.62,16
-0.33,0.65,16
-1.91,0.7,16
1.79,0.82,16
-0.89,0.64,16
0.44,0.58,16
0.84,0.7,16
-0.89,0.6,16
0.45,0.51,16
-2.18,0.65,16
1.79,0.79,16
-1.81,0.76,16
-1.78,0.73,16
-2.51,0.61,16
2.71,0.54,16
1.78,0.67,16
-1.58,0.76,16
1.23,0.73,16
-3.01,0.57,16
2.72,0.63,16
2.17,0.68,16
-2.43,0.59,16
0.48,0.62,16
2.17,0.77,16
-1.97,0.72,16
-1.97,0.74,16
-1.97,0.76,16
-1.97,0.79,16
-1.17,0.68,16
0.8,0.61,16
0.81,0.59,16
0.81,0.62,16
-0.91,0.78,16
-0.34,0.54,16
-0.34,0.63,16
0.82,0.58,16
0.82,0.64,16
0.49,0.59,16
-1.59,0.72,16
0.67,0.7,16
-1.08,0.6,16
1.73,0.75,16
0.68,0.63,16
-2.48,0.66,16
-0.52,0.69,16
3.12,0.63,16
-1.07,0.69,16
1.71,0.86,16
1.72,0.62,16
-1.39,0.82,16
-0.24,0.58,16
-1.95,0.78,15
-1.39,0.72,15
-1.39,0.71,15
-0.24,0.66,15
2.54,0.63,15
-1.64,0.74,15
3.12,0.6,15
-0.53,0.69,15
1.4,0.69,15
1.4,0.7,15
2.8,0.6,15
-2.64,0.62,15
-2.64,0.68,15
-0.35,0.75,15
-0.34,0.61,15
-1.17,0.76,15
-1.97,0.69,15
-1.97,0.71,15
0.81,0.68,15
0.82,0.62,15
2.17,0.62,15
-0.51,0.59,15
2.81,0.59,15
-2.35,0.68,15
-1.47,0.75,15
-2.25,0.74,15
-2.35,0.76,15
-1.05,0.72,15
0.46,0.69,15
2.17,0.73,15
0.48,0.55,15
-1.97,0.82,15
3.02,0.54,15
1.96,0.67,15
1.74,0.81,15
-1.64,0.81,15
-1.06,0.59,15
2.23,0.73,15
1.11,0.63,15
0.07,0.6,15
0.07,0.61,15
1.88,0.9,15
1.41,0.72,15
-1.78,0.67,15
1.93,0.75,15
-1.81,0.68,15
0.46,0.56,15
0.46,0.59,15
0.46,0.6,15
2.33,0.69,15
-1.31,0.82,15
1.13,0.73,15
-2.54,0.66,15
-1.84,0.83,15
-1.75,0.66,15
-2.63,0.65,15
-2.81,0.66,15
1.78,0.71,15
-0.92,0.8,15
1.31,0.77,15
1.6,0.73,15
-2.18,0.67,15
0.84,0.67,15
-1.69,0.73,15
1.7,0.75,15
-2.3,0.63,15
-2.3,0.67,15
2.67,0.61,15
1.95,0.75,15
1.95,0.78,15
2.52,0.66,15
2.52,0.76,15
-1.78,0.84,15
2.62,0.72,15
2.71,0.59,15
-3.04,0.65,15
0.8,0.56,15
2.32,0.77,15
-2.94,0.65,15
0.09,0.59,15
2.83,0.69,15
1.4,0.67,15
-1.46,0.77,15
-1.46,0.86,15
0.02,0.51,15
1.13,0.65,15
-0.92,0.67,15
-0.33,0.63,15
-1.69,0.82,15
0.44,0.69,15
0.44,0.8,15
1.6,0.85,15
-0.49,0.64,15
-1.48,0.71,15
-1.48,0.78,15
2.51,0.63,15
2.51,0.7,15
-2.94,0.63,15
-1.04,0.82,15
2.25,0.74,15
-2.68,0.79,15
2.24,0.6,15
-1.85,0.73,15
-1.85,0.74,15
-0.57,0.71,15
-0.56,0.58,15
-0.13,0.57,15
-0.36,0.64,15
3.0,0.53,15
3.0,0.54,15
3.0,0.59,15
2.31,0.71,15
-1.29,0.62,15
1.39,0.76,15
0.0,0.67,15
1.27,0.72,15
